theta,phi,B
3.951688872439991507e-02,1.755079694742901042e+00,6.559078734942342948e+00
3.951688872439991507e-02,1.772630491690330157e+00,6.552354532629769857e+00
3.951688872439991507e-02,1.790181288637759049e+00,6.545202729125369601e+00
3.951688872439991507e-02,1.807732085585188164e+00,6.537706253714945070e+00
3.951688872439991507e-02,1.825282882532617057e+00,6.529971104357700895e+00
3.951688872439991507e-02,1.842833679480046172e+00,6.522127449447404857e+00
3.951688872439991507e-02,1.860384476427475064e+00,6.514330148554235755e+00
3.951688872439991507e-02,1.877935273374904179e+00,6.506758687364932570e+00
3.951688872439991507e-02,1.895486070322333072e+00,6.499616541531910485e+00
3.951688872439991507e-02,1.913036867269762187e+00,6.493129999246443518e+00
3.951688872439991507e-02,1.930587664217191080e+00,6.487546482533840475e+00
3.951688872439991507e-02,1.948138461164620194e+00,6.483132412502102149e+00
3.951688872439991507e-02,1.965689258112049309e+00,6.480170664524153246e+00
3.951688872439991507e-02,1.983240055059478202e+00,6.478957656494745976e+00
3.951688872439991507e-02,2.000790852006907095e+00,6.479800108107861334e+00
3.951688872439991507e-02,2.018341648954336431e+00,6.483011502988054175e+00
3.951688872439991507e-02,2.035892445901765324e+00,6.488908279975875715e+00
3.951688872439991507e-02,2.053443242849194217e+00,6.497805776315271231e+00
3.951688872439991507e-02,2.070994039796623110e+00,6.510013945078440223e+00
3.951688872439991507e-02,2.088544836744052446e+00,6.525832872681839092e+00
3.951688872439991507e-02,2.106095633691481339e+00,6.545548130123510333e+00
3.951688872439991507e-02,2.123646430638910232e+00,6.569426003420141491e+00
3.951688872439991507e-02,2.141197227586339125e+00,6.597708663934542805e+00
3.951688872439991507e-02,2.158748024533768461e+00,6.630609356675167376e+00
3.951688872439991507e-02,2.176298821481197354e+00,6.668307702645842383e+00
3.951688872439991507e-02,2.193849618428626247e+00,6.710945228092895398e+00
3.951688872439991507e-02,2.211400415376055140e+00,6.758621247104525054e+00
3.951688872439991507e-02,2.228951212323484476e+00,6.811389232603608512e+00
3.951688872439991507e-02,2.246502009270913369e+00,6.869253812731102471e+00
3.951688872439991507e-02,2.264052806218342262e+00,6.932168523748599931e+00
3.951688872439991507e-02,2.281603603165771599e+00,7.000034436250732739e+00
3.951688872439991507e-02,2.299154400113200492e+00,7.072699748672414799e+00
3.951688872439991507e-02,2.316705197060629384e+00,7.149960411493093027e+00
3.951688872439991507e-02,2.334255994008058277e+00,7.231561808549328063e+00
3.951688872439991507e-02,2.351806790955487614e+00,7.317201480448006556e+00
3.951688872439991507e-02,2.369357587902916507e+00,7.406532831690147312e+00
3.951688872439991507e-02,2.386908384850345399e+00,7.499169720554196950e+00
3.951688872439991507e-02,2.404459181797774292e+00,7.594691791945660242e+00
3.951688872439991507e-02,2.422009978745203629e+00,7.692650381088756539e+00
3.951688872439991507e-02,2.439560775692632522e+00,7.792574792575151399e+00
3.951688872439991507e-02,2.457111572640061414e+00,7.893978746817055026e+00
3.951688872439991507e-02,2.474662369587490307e+00,7.996366785585498071e+00
3.951688872439991507e-02,2.492213166534919644e+00,8.099240440421061393e+00
3.951688872439991507e-02,2.509763963482348537e+00,8.202103991749909895e+00
3.951688872439991507e-02,2.527314760429777429e+00,8.304469681089440058e+00
3.951688872439991507e-02,2.544865557377206766e+00,8.405862281521406132e+00
3.951688872439991507e-02,2.562416354324635659e+00,8.505822979693276054e+00
3.951688872439991507e-02,2.579967151272064552e+00,8.603912572535472592e+00
3.951688872439991507e-02,2.597517948219493444e+00,8.699714029956869155e+00
3.951688872439991507e-02,2.615068745166922781e+00,8.792834517330918587e+00
3.951688872439991507e-02,2.632619542114351674e+00,8.882907005232905107e+00
3.951688872439991507e-02,2.650170339061780567e+00,8.969591615828843345e+00
3.951688872439991507e-02,2.667721136009209459e+00,9.052576863535362506e+00
3.951688872439991507e-02,2.685271932956638796e+00,9.131580941037499954e+00
3.951688872439991507e-02,2.702822729904067689e+00,9.206353180525756130e+00
3.951688872439991507e-02,2.720373526851496582e+00,9.276675785281325304e+00
3.951688872439991507e-02,2.737924323798925474e+00,9.342365880762915964e+00
