theta,phi,B
0.000000000000000000e+00,1.228555786320030707e+00,2.711460258135955481e+00
0.000000000000000000e+00,1.235576105099002397e+00,2.709378446445253275e+00
0.000000000000000000e+00,1.242596423877974088e+00,2.707553507507201918e+00
0.000000000000000000e+00,1.249616742656945556e+00,2.706313547727131397e+00
0.000000000000000000e+00,1.256637061435917246e+00,2.705875042131417274e+00
3.951688872439991507e-02,0.000000000000000000e+00,2.705859138212923121e+00
3.951688872439991507e-02,7.020318778971604452e-03,2.706297817951285101e+00
3.951688872439991507e-02,1.404063755794320890e-02,2.707521665382278453e+00
3.951688872439991507e-02,2.106095633691481422e-02,2.709288506830716425e+00
3.951688872439991507e-02,2.808127511588641781e-02,2.711250645445074881e+00
3.951688872439991507e-02,3.510159389485802139e-02,2.713001811914949712e+00
3.951688872439991507e-02,4.212191267382962845e-02,2.714132666762512525e+00
3.951688872439991507e-02,4.914223145280122856e-02,2.714287757476828933e+00
3.951688872439991507e-02,5.616255023177283562e-02,2.713216622633120245e+00
3.951688872439991507e-02,6.318286901074443573e-02,2.710812445204257681e+00
3.951688872439991507e-02,7.020318778971604279e-02,2.707133198705653943e+00
3.951688872439991507e-02,7.722350656868764984e-02,2.702402408276964874e+00
3.951688872439991507e-02,8.424382534765925690e-02,2.696989190166606765e+00
3.951688872439991507e-02,9.126414412663086395e-02,2.691369818190573415e+00
3.951688872439991507e-02,9.828446290560245713e-02,2.686075370771518589e+00
3.951688872439991507e-02,1.053047816845740642e-01,2.681631749501622863e+00
3.951688872439991507e-02,1.123251004635456712e-01,2.678499314511510132e+00
3.951688872439991507e-02,1.193454192425172783e-01,2.677019437129510404e+00
3.951688872439991507e-02,1.263657380214888715e-01,2.677374423574663709e+00
3.951688872439991507e-02,1.333860568004604785e-01,2.679565624996243400e+00
3.951688872439991507e-02,1.404063755794320856e-01,2.683412327747876081e+00
3.951688872439991507e-02,1.474266943584036926e-01,2.688571493473930651e+00
3.951688872439991507e-02,1.544470131373752997e-01,2.694575906979761903e+00
3.951688872439991507e-02,1.614673319163469067e-01,2.700886101852893795e+00
3.951688872439991507e-02,1.684876506953185138e-01,2.706949836357246841e+00
3.951688872439991507e-02,1.755079694742901208e-01,2.712262074976574233e+00
3.951688872439991507e-02,1.825282882532617279e-01,2.716418483576874543e+00
3.951688872439991507e-02,1.895486070322333072e-01,2.719156347641610960e+00
3.951688872439991507e-02,1.965689258112049143e-01,2.720378446525705929e+00
3.951688872439991507e-02,2.035892445901765213e-01,2.720157547070920501e+00
3.951688872439991507e-02,2.106095633691481284e-01,2.718721542785753620e+00
